STUDENT_ID,SCHOOL_ID,SECTION_ID
100158,,095001-20
100180,,095001-20
120138,,095001-20
120096,,095001-20
100294,,095001-20
120154,,095001-20
100295,,095001-20
100151,,095001-20
120128,,095001-20
120055,,095001-40
100272,,095001-40
100185,,095001-40
100155,,095001-40
120071,,095001-40
120108,,095001-40
100177,,095001-40
100241,,095001-40
100191,,095001-40
100298,,095001-40
100159,,095001-40
100160,,095001-40
120164,,095001-40
100206,,095001-40
100168,,095001-40
120165,,095001-40
100153,,095001-40
100297,,095002-10
100210,,095002-10
100188,,095002-10
100204,,095002-10
100174,,095002-10
100799,,095002-10
100662,,095002-10
120036,,095002-10
120103,,095002-10
120123,,095002-10
100432,,095002-20
100642,,095002-20
100306,,095002-20
100239,,095002-20
100305,,095002-20
100157,,095002-20
120110,,095002-20
120111,,095002-20
100163,,095002-20
120143,,095002-20
100179,,095002-20
100302,,095002-20
120126,,095002-20
100203,,095002-20
100431,,095003-10
120045,,095003-10
120095,,095003-10
120039,,095003-10
100300,,095003-10
100209,,095003-10
120097,,095003-10
100187,,095003-10
100919,,095003-10
120065,,095003-10
100238,,095003-10
120134,,095003-10
100282,,095011-30
120122,,095011-30
100154,,095011-30
100165,,095011-30
100193,,095011-30
100201,,095011-30
100199,,095011-30
100214,,095011-30
120119,,095011-30
100286,,095011-30
100194,,095011-30
100202,,095011-30
100195,,095011-30
100172,,095011-40
120101,,095011-40
120107,,095011-40
100310,,095011-40
120057,,095011-40
100307,,095011-40
100971,,095011-40
100970,,095011-40
120112,,095011-40
100178,,095011-40
100183,,095011-40
100189,,095011-40
100932,,095011-40
100181,,095011-40
100649,,095011-40
120051,,095011-40
100133,,095011-40
120145,,095011-40
120130,,095011-40
100196,,095011-40
100170,,095011-40
120095,,095400-10
100154,,095400-10
100305,,095400-10
120057,,095400-10
100970,,095400-10
100199,,095400-10
100214,,095400-10
100181,,095400-10
120065,,095400-10
100238,,095400-10
100153,,095400-10
120174,,095400-10
100431,,095400-20
100432,,095400-20
100209,,095400-20
100191,,095400-20
100284,,095400-20
100157,,095400-20
100160,,095400-20
120110,,095400-20
100178,,095400-20
100206,,095400-20
100168,,095400-20
100133,,095400-20
100294,,095400-20
100202,,095400-20
120036,,095400-20
100151,,095400-20
100297,,095400-30
100272,,095400-30
100185,,095400-30
100172,,095400-30
120108,,095400-30
100210,,095400-30
120111,,095400-30
100193,,095400-30
100179,,095400-30
100189,,095400-30
120154,,095400-30
120130,,095400-30
120134,,095400-30
120101,,095400-40
120107,,095400-40
100306,,095400-40
100309,,095400-40
100298,,095400-40
100201,,095400-40
100183,,095400-40
100180,,095400-40
120145,,095400-40
100170,,095400-40
120128,,095400-40
120123,,095400-40
100282,,095400-50
120045,,095400-50
120122,,095400-50
120070,,095400-50
120097,,095400-50
100187,,095400-50
100188,,095400-50
100240,,095400-50
100307,,095400-50
120119,,095400-50
100295,,095400-50
120126,,095400-50
100155,,095400-60
120071,,095400-60
100310,,095400-60
100205,,095400-60
100165,,095400-60
100919,,095400-60
100932,,095400-60
120096,,095400-60
100649,,095400-60
120051,,095400-60
120165,,095400-60
120103,,095400-60
100203,,095400-60
120134,,095400-60
120055,,095400-70
100642,,095400-70
120039,,095400-70
100300,,095400-70
100177,,095400-70
100241,,095400-70
120164,,095400-70
100204,,095400-70
120138,,095400-70
100286,,095400-70
100662,,095400-70
100239,,095400-80
100158,,095400-80
100159,,095400-80
100971,,095400-80
100163,,095400-80
120112,,095400-80
120143,,095400-80
100174,,095400-80
100799,,095400-80
100194,,095400-80
100302,,095400-80
100195,,095400-80
100196,,095400-80
120126,,095400-80
100282,,096001-10
100185,,096001-10
100154,,096001-10
100309,,096001-10
100310,,096001-10
100205,,096001-10
100191,,096001-10
100284,,096001-10
100158,,096001-10
100298,,096001-10
100159,,096001-10
100160,,096001-10
100178,,096001-10
100206,,096001-10
100180,,096001-10
120154,,096001-10
120130,,096001-10
100153,,096001-10
100297,,096002-10
100172,,096002-10
120101,,096002-10
100155,,096002-10
120071,,096002-10
120108,,096002-10
120122,,096002-10
120070,,096002-10
100177,,096002-10
100241,,096002-10
100240,,096002-10
100183,,096002-10
120096,,096002-10
100181,,096002-10
100202,,096002-10
100196,,096002-10
100272,,096002-20
120107,,096002-20
100971,,096002-20
100970,,096002-20
120112,,096002-20
100193,,096002-20
120143,,096002-20
100199,,096002-20
100168,,096002-20
120119,,096002-20
100919,,096002-20
100932,,096002-20
100286,,096002-20
100799,,096002-20
120145,,096002-20
100203,,096002-20
120055,,096411-10
100432,,096411-10
100239,,096411-10
120057,,096411-10
100157,,096411-10
100188,,096411-10
100307,,096411-10
100165,,096411-10
100214,,096411-10
100189,,096411-10
100649,,096411-10
100133,,096411-10
100194,,096411-10
100195,,096411-10
100170,,096411-10
100151,,096411-10
120128,,096411-10
100642,,096413-10
100210,,096413-10
100305,,096413-10
120097,,096413-10
100187,,096413-10
120110,,096413-10
120111,,096413-10
100163,,096413-10
100179,,096413-10
120065,,096413-10
120051,,096413-10
100294,,096413-10
100302,,096413-10
100662,,096413-10
120126,,096413-10
120103,,096413-10
120134,,096413-10
100431,,096413-20
120045,,096413-20
120095,,096413-20
100306,,096413-20
120039,,096413-20
100300,,096413-20
100209,,096413-20
120164,,096413-20
100204,,096413-20
100201,,096413-20
100238,,096413-20
100174,,096413-20
100295,,096413-20
120036,,096413-20
120138,,096414-10
120165,,096414-10
120123,,096414-10
100282,,097001-10
100185,,097001-10
100154,,097001-10
100309,,097001-10
100310,,097001-10
100205,,097001-10
100191,,097001-10
100284,,097001-10
100158,,097001-10
100298,,097001-10
100159,,097001-10
100160,,097001-10
100178,,097001-10
100206,,097001-10
100180,,097001-10
120154,,097001-10
120130,,097001-10
100153,,097001-10
100297,,097002-10
100172,,097002-10
120101,,097002-10
100155,,097002-10
120071,,097002-10
120108,,097002-10
120122,,097002-10
120070,,097002-10
100177,,097002-10
100241,,097002-10
100240,,097002-10
100183,,097002-10
120096,,097002-10
100181,,097002-10
100202,,097002-10
100196,,097002-10
100272,,097002-20
120107,,097002-20
100971,,097002-20
100970,,097002-20
120112,,097002-20
100193,,097002-20
120143,,097002-20
100199,,097002-20
100168,,097002-20
120119,,097002-20
100919,,097002-20
100932,,097002-20
100286,,097002-20
100799,,097002-20
120145,,097002-20
100203,,097002-20
120055,,097013-10
100432,,097013-10
100239,,097013-10
120057,,097013-10
100157,,097013-10
100188,,097013-10
100307,,097013-10
100165,,097013-10
100214,,097013-10
100189,,097013-10
100649,,097013-10
100133,,097013-10
100194,,097013-10
100195,,097013-10
100170,,097013-10
100151,,097013-10
120128,,097013-10
100642,,097013-20
100210,,097013-20
100305,,097013-20
120097,,097013-20
100187,,097013-20
120110,,097013-20
120111,,097013-20
100163,,097013-20
100179,,097013-20
120065,,097013-20
120051,,097013-20
100294,,097013-20
100302,,097013-20
100662,,097013-20
120126,,097013-20
120103,,097013-20
120134,,097013-20
100431,,097013-30
120045,,097013-30
120095,,097013-30
100306,,097013-30
120039,,097013-30
100300,,097013-30
100209,,097013-30
120164,,097013-30
100204,,097013-30
100201,,097013-30
100238,,097013-30
100174,,097013-30
100295,,097013-30
120036,,097013-30
120138,,097014-10
120512,,097014-10
120165,,097014-10
120123,,097014-10
100282,,098013-10
100185,,098013-10
100154,,098013-10
100309,,098013-10
100310,,098013-10
100205,,098013-10
100191,,098013-10
100284,,098013-10
100158,,098013-10
100298,,098013-10
100159,,098013-10
100160,,098013-10
100178,,098013-10
100206,,098013-10
100180,,098013-10
120154,,098013-10
120130,,098013-10
100153,,098013-10
100297,,098013-20
100172,,098013-20
120101,,098013-20
100155,,098013-20
120071,,098013-20
120108,,098013-20
120122,,098013-20
120070,,098013-20
100177,,098013-20
100241,,098013-20
100240,,098013-20
100183,,098013-20
120096,,098013-20
100181,,098013-20
100202,,098013-20
100196,,098013-20
100272,,098013-30
120107,,098013-30
100971,,098013-30
100970,,098013-30
120112,,098013-30
100193,,098013-30
120143,,098013-30
100199,,098013-30
100168,,098013-30
120119,,098013-30
100919,,098013-30
100932,,098013-30
100286,,098013-30
100799,,098013-30
120145,,098013-30
100203,,098013-30
120055,,098013-40
100432,,098013-40
100239,,098013-40
120057,,098013-40
100157,,098013-40
100188,,098013-40
100307,,098013-40
100165,,098013-40
100214,,098013-40
100189,,098013-40
100649,,098013-40
100133,,098013-40
100194,,098013-40
100195,,098013-40
100170,,098013-40
100151,,098013-40
120128,,098013-40
100642,,098013-50
100210,,098013-50
100305,,098013-50
120097,,098013-50
100187,,098013-50
120110,,098013-50
120111,,098013-50
100163,,098013-50
100179,,098013-50
120065,,098013-50
120051,,098013-50
100294,,098013-50
100302,,098013-50
100662,,098013-50
120126,,098013-50
120103,,098013-50
120134,,098013-50
100431,,098013-60
120045,,098013-60
120095,,098013-60
100306,,098013-60
120039,,098013-60
100300,,098013-60
100209,,098013-60
120164,,098013-60
100204,,098013-60
100201,,098013-60
120138,,098013-60
100238,,098013-60
100174,,098013-60
100295,,098013-60
120036,,098013-60
120165,,098013-60
120123,,098013-60
100297,,099001-10
100185,,099001-10
120101,,099001-10
100154,,099001-10
100310,,099001-10
120070,,099001-10
100239,,099001-10
100241,,099001-10
100191,,099001-10
100284,,099001-10
100158,,099001-10
100159,,099001-10
100160,,099001-10
100178,,099001-10
100206,,099001-10
100919,,099001-10
100799,,099001-10
120154,,099001-10
100153,,099001-10
100282,,099002-10
100272,,099002-10
100172,,099002-10
100155,,099002-10
100309,,099002-10
100177,,099002-10
100205,,099002-10
100157,,099002-10
100188,,099002-10
100240,,099002-10
100298,,099002-10
100971,,099002-10
100970,,099002-10
100165,,099002-10
100193,,099002-10
100199,,099002-10
100214,,099002-10
100180,,099002-10
120096,,099002-10
100181,,099002-10
100649,,099002-10
100195,,099002-10
100196,,099002-10
100432,,099003-10
120071,,099003-10
120107,,099003-10
100306,,099003-10
120122,,099003-10
100307,,099003-10
100163,,099003-10
120143,,099003-10
100168,,099003-10
100183,,099003-10
100932,,099003-10
120065,,099003-10
100286,,099003-10
100133,,099003-10
100194,,099003-10
100295,,099003-10
120130,,099003-10
100203,,099003-10
100170,,099003-10
120108,,099004-10
100305,,099004-10
120057,,099004-10
100201,,099004-10
100189,,099004-10
100238,,099004-10
100174,,099004-10
100294,,099004-10
120145,,099004-10
100202,,099004-10
100302,,099004-10
100662,,099004-10
120126,,099004-10
100151,,099004-10
120055,,099005-10
100431,,099005-10
100642,,099005-10
120045,,099005-10
100300,,099005-10
100210,,099005-10
100209,,099005-10
100187,,099005-10
120110,,099005-10
120111,,099005-10
120164,,099005-10
100204,,099005-10
100179,,099005-10
120119,,099005-10
120051,,099005-10
120103,,099005-10
120128,,099005-10
120095,,099006-10
120039,,099006-10
120097,,099006-10
120112,,099006-10
120138,,099006-10
120036,,099006-10
120165,,099006-10
120134,,099006-10
120123,,099006-10
100130,,100070-10
101014,,100070-10
101016,,100070-10
100110,,100070-10
101039,,100070-10
101026,,100070-10
101023,,100070-10
120174,,100070-10
100256,,100070-20
100093,,100070-20
100542,,100070-20
100095,,100070-20
100242,,100070-20
120166,,100070-20
100997,,100070-20
100142,,100070-20
100258,,100070-20
101021,,100070-20
100106,,100070-20
101029,,100070-20
100123,,100070-30
100993,,100070-30
101024,,100070-30
101035,,100070-30
101037,,100070-30
100250,,100070-30
100999,,100070-30
100216,,100070-30
100056,,100070-40
100217,,100070-40
100995,,100070-40
100996,,100070-40
100147,,100070-40
101005,,100070-40
100132,,100070-40
100102,,100070-40
100140,,100070-40
100218,,100070-40
100245,,100070-50
100146,,100070-50
101013,,100070-50
101015,,100070-50
101034,,100070-50
100111,,100070-50
100552,,100070-50
100113,,100070-50
100789,,100070-60
100094,,100070-60
100220,,100070-60
101017,,100070-60
101018,,100070-60
101019,,100070-60
100243,,100070-60
100223,,100070-60
100134,,100070-60
100109,,100080-10
101036,,100080-10
100998,,100080-10
101038,,100080-10
101001,,100080-10
100246,,100080-20
100215,,100080-20
100126,,100080-20
100740,,100080-20
101025,,100080-20
100104,,100080-20
100221,,100080-20
100121,,100080-20
101020,,100080-20
101022,,100080-20
100992,,100080-30
100261,,100080-30
101040,,100080-30
101033,,100080-30
101003,,100080-30
100260,,100080-40
100222,,100080-40
100367,,100080-40
101032,,100080-40
100811,,100080-40
101009,,100080-40
101041,,100080-40
100112,,100080-40
101027,,100080-40
100141,,100080-40
100211,,100080-50
101031,,100080-50
100219,,100080-50
120173,,100080-50
101042,,100080-50
101004,,100080-50
100116,,100080-60
100107,,100080-60
100994,,100080-60
100541,,100080-60
100652,,100080-60
100374,,100080-60
101002,,100080-60
100091,,100080-60
100115,,100080-60
100148,,100080-60
100993,,100170-10
100260,,100170-10
100094,,100170-10
100147,,100170-10
100367,,100170-10
101013,,100170-10
100126,,100170-10
101016,,100170-10
100132,,100170-10
100998,,100170-10
100091,,100170-10
100115,,100170-10
100218,,100170-10
100256,,100170-15
100994,,100170-15
100997,,100170-15
101036,,100170-15
